"id","name","image_tag","created_at","updated_at"
"1391","Art & Design,Art Galleries,Counsellors & Consultants","unavailable.png","2019-12-05 16:14:53","2019-12-05 16:14:53"
"1392","Beverages,Food and Beverages,Gift Items","unavailable.png","2019-12-05 16:14:56","2019-12-05 16:14:56"
"1393","Consulting,Customs,Manufacturing","unavailable.png","2019-12-05 16:15:07","2019-12-05 16:15:07"
"1394","Book Shop,Churches,Lifestyle","unavailable.png","2019-12-05 16:15:21","2019-12-05 16:15:21"
"1395","Building Materials,Building Materials & Plumbing Materials,Computer Hardware","unavailable.png","2019-12-05 16:15:25","2019-12-05 16:15:25"
"1396","Data Outsourcing,Event Management,Graphic Designers","unavailable.png","2019-12-05 16:15:36","2019-12-05 16:15:36"
"1397","Book Shop,Building Materials & Plumbing Materials,Electrical and Electronic Equipments","unavailable.png","2019-12-05 16:15:50","2019-12-05 16:15:50"
"1398","Building Materials & Plumbing Materials,Consulting,Event Decorators","unavailable.png","2019-12-05 16:15:59","2019-12-05 16:15:59"
"1399","Associations,Education,Human Resource Consultants & Recruitment","unavailable.png","2019-12-05 16:16:13","2019-12-05 16:16:13"
"1400","Fashion,Modeling Agencies,Monogramers","unavailable.png","2019-12-05 16:16:17","2019-12-05 16:16:17"
"1401","Airline Booking Offices,Event Management,Leasing Companies","unavailable.png","2019-12-05 16:17:15","2019-12-05 16:17:15"
"1402","Building Materials & Plumbing Materials,Home & Office","unavailable.png","2019-12-05 16:17:20","2019-12-05 16:17:20"
"1403","Agriculture & Farms,Poultry,Web Development","unavailable.png","2019-12-05 16:17:22","2019-12-05 16:17:22"
"1404","Diagnostic Centres,Healthcare,Life Style Products","unavailable.png","2019-12-05 16:17:34","2019-12-05 16:17:34"
"1405","Bathroom Fitting,Block & Concrete Industries,Building & Construction","unavailable.png","2019-12-05 16:18:00","2019-12-05 16:18:00"
"1406","Emergency,Energy,Entertainment","unavailable.png","2019-12-05 16:18:01","2019-12-05 16:18:01"
"1407","Construction,Furniture & Fittings,Home And Office Accessories","unavailable.png","2019-12-05 16:18:12","2019-12-05 16:18:12"
"1408","Business Development Services,Counsellors & Consultants,E-Commerce","unavailable.png","2019-12-05 16:18:43","2019-12-05 16:18:43"
"1409","Cdma Service Providers,Electrical and Electronic Equipments,Entertainment","unavailable.png","2019-12-05 16:19:06","2019-12-05 16:19:06"
"1410","Business Centres,Education,Event Management","unavailable.png","2019-12-05 16:19:19","2019-12-05 16:19:19"
"1411","Building Materials & Plumbing Materials,Consulting,Manufacturers","unavailable.png","2019-12-05 16:19:42","2019-12-05 16:19:42"
"1412","Advertising Agencies,Banks,Financial Services","unavailable.png","2019-12-05 16:19:45","2019-12-05 16:19:45"
"1413","Entertainment,Live Bands,Recharge Card Dealers","unavailable.png","2019-12-05 16:20:46","2019-12-05 16:20:46"
"1414","Advertising Agencies,Business Development Services,Cleaning Professionals","unavailable.png","2019-12-05 16:21:16","2019-12-05 16:21:16"
"1415","Agriculture & Farms,Agriculture and Farming,Computer Accessories","unavailable.png","2019-12-05 16:21:40","2019-12-05 16:21:40"
"1416","Entertainment,Hotels,Office Services","unavailable.png","2019-12-05 16:21:49","2019-12-05 16:21:49"
"1417","Mobile Phone Repairs,Security & Telecom Automation System,Security Equipment Sales and Services","unavailable.png","2019-12-05 16:21:57","2019-12-05 16:21:57"
"1418","Corporate Gifts,Marketing,Monogramers","unavailable.png","2019-12-05 16:21:59","2019-12-05 16:21:59"
"1419","Health Management Organisation,Healthcare,Surgeons","unavailable.png","2019-12-05 16:22:04","2019-12-05 16:22:04"
"1420","Clinics,Diagnostic Centres,Doctors Nephrologists","unavailable.png","2019-12-05 16:22:14","2019-12-05 16:22:14"
"1421","Chemical Dealers,Chemicals,Environment","unavailable.png","2019-12-05 16:22:29","2019-12-05 16:22:29"
"1422","Building & Construction,Building Materials & Plumbing Materials,Electrical Appliances","unavailable.png","2019-12-05 16:23:03","2019-12-05 16:23:03"
"1423","Bus Transportation Companies,Cargo Services,Leasing Companies","unavailable.png","2019-12-05 16:23:08","2019-12-05 16:23:08"
"1424","Art Galleries,Art Gallery,Museums","unavailable.png","2019-12-05 16:23:24","2019-12-05 16:23:24"
"1425","Cosmetics,Entertainment,Event Management","unavailable.png","2019-12-05 16:23:35","2019-12-05 16:23:35"
"1426","Associations,Government Offices,Ministry","unavailable.png","2019-12-05 16:23:38","2019-12-05 16:23:38"
"1427","Event Management,Furniture,Furniture & Fittings","unavailable.png","2019-12-05 16:23:45","2019-12-05 16:23:45"
"1428","computer hardware,Electronics,Security & Telecom Automation System","unavailable.png","2019-12-05 16:23:59","2019-12-05 16:23:59"
"1429","Computer Accessories,Electronics,Mobile Phone Repairs","unavailable.png","2019-12-05 16:24:28","2019-12-05 16:24:28"
"1430","Civil Engineering,Construction,Doctors Dentists","unavailable.png","2019-12-05 16:24:31","2019-12-05 16:24:31"
"1431","Manufacturers,Manufacturing,Oil & Gas","unavailable.png","2019-12-05 16:25:05","2019-12-05 16:25:05"
"1432","Building & Construction,Financial Services,Land Dealers","unavailable.png","2019-12-05 16:25:12","2019-12-05 16:25:12"
"1433","Business Development Services,Contractors,Fabrication","unavailable.png","2019-12-05 16:25:36","2019-12-05 16:25:36"
"1434","Electrical Engineering,Electricians,Fabrication","unavailable.png","2019-12-05 16:26:30","2019-12-05 16:26:30"
"1435","aluminium,Construction,foam","unavailable.png","2019-12-05 16:26:45","2019-12-05 16:26:45"
"1436","Churches,Religion,Rhema Church","unavailable.png","2019-12-05 16:26:55","2019-12-05 16:26:55"
"1437","African Restaurants,Agriculture & Farms,Agriculture and Farming","unavailable.png","2019-12-05 16:27:04","2019-12-05 16:27:04"
"1438","Contractors,Electrical Engineering,Professional Services","unavailable.png","2019-12-05 16:27:09","2019-12-05 16:27:09"
"1439","Equipments,Household Services,Mechanical Engineering","unavailable.png","2019-12-05 16:27:15","2019-12-05 16:27:15"
"1440","aluminium,Cobblers,Construction","unavailable.png","2019-12-05 16:27:19","2019-12-05 16:27:19"
"1441","Branding,Business Development Services,Event Management","unavailable.png","2019-12-05 16:27:37","2019-12-05 16:27:37"
"1442","Brain Training Center,Diagnostic Centres,Doctors Ent Specialist (ear Nose & Throat Specialist)","unavailable.png","2019-12-05 16:27:39","2019-12-05 16:27:39"
"1443","Audits Firms, Management Consulting, Microfinance Banks, Financial Services, Banks, Consulting, Tax Consultants","unavailable.png","2019-12-05 16:28:12","2019-12-05 16:28:12"
"1444","Fabrication,Marketing,Oil & Gas","unavailable.png","2019-12-05 16:28:44","2019-12-05 16:28:44"
"1445","Industrial Materials,Marketing,Printers & Publishers","unavailable.png","2019-12-05 16:29:10","2019-12-05 16:29:10"
"1446","Agriculture & Farms,Food Processing Companies,Home & Office","unavailable.png","2019-12-05 16:29:26","2019-12-05 16:29:26"
"1447","Environmental,Environmental Consultant,Securities","unavailable.png","2019-12-05 16:29:27","2019-12-05 16:29:27"
"1448","Computer Hardware,Construction,E-Commerce","unavailable.png","2019-12-05 16:29:36","2019-12-05 16:29:36"
"1449","Marketing,Oil & Gas,Oil And Gas","unavailable.png","2019-12-05 16:29:49","2019-12-05 16:29:49"
"1450","Cleaning Professionals,Consulting,Education","unavailable.png","2019-12-05 16:29:56","2019-12-05 16:29:56"
"1451","Electronics,Industrial Materials,Marketing","unavailable.png","2019-12-05 16:30:25","2019-12-05 16:30:25"
"1452","Automobile,Building Engineers,Car Pack","unavailable.png","2019-12-05 16:30:32","2019-12-05 16:30:32"
"1453","Manufacturers,Toileteries","unavailable.png","2019-12-05 16:30:38","2019-12-05 16:30:38"
"1454","Consulting,Entertainment,Media","unavailable.png","2019-12-05 16:30:47","2019-12-05 16:30:47"
"1455","Food,Internet Service Providers,Restaurant & Bar","unavailable.png","2019-12-05 16:31:02","2019-12-05 16:31:02"
"1456","Fabrication,Household Services,Marketing","unavailable.png","2019-12-05 16:31:09","2019-12-05 16:31:09"
"1457","Contractors,Electronic Repair,Engineering Contractors","unavailable.png","2019-12-05 16:31:19","2019-12-05 16:31:19"
"1458","Information Technology,Oilfield Engineering,Telecom","unavailable.png","2019-12-05 16:31:33","2019-12-05 16:31:33"
"1459","Audits Firms,Financial Services,Investment Venture Capital Firms","unavailable.png","2019-12-05 16:32:07","2019-12-05 16:32:07"
"1460","Agricultural Product,Contractors,General Contractors","unavailable.png","2019-12-05 16:32:40","2019-12-05 16:32:40"
"1461","Agriculture & Farms,Building Contractors,Building Finishing Services","unavailable.png","2019-12-05 16:32:51","2019-12-05 16:32:51"
"1462","Contractors,Cosmetics,Electrical and Electronic Equipments","unavailable.png","2019-12-05 16:33:10","2019-12-05 16:33:10"
"1463","Consulting,Contractors,Diagnostic Centres","unavailable.png","2019-12-05 16:33:30","2019-12-05 16:33:30"
"1464","Confectionery,Manufacturing,Mobile Phone","unavailable.png","2019-12-05 16:33:38","2019-12-05 16:33:38"
"1465","Banks,Business Centres,Computer Accessories","unavailable.png","2019-12-05 16:33:41","2019-12-05 16:33:41"
"1466","Building Materials & Plumbing Materials,Energy and Power,Oil & Gas","unavailable.png","2019-12-05 16:33:44","2019-12-05 16:33:44"
"1467","Architects,Audits Firms,Building & Construction","unavailable.png","2019-12-05 16:33:46","2019-12-05 16:33:46"
"1468","Agriculture & Farms,Agriculture and Farming,Electrical and Electronic Equipments","unavailable.png","2019-12-05 16:33:49","2019-12-05 16:33:49"
"1469","Civil Engineering,Construction,Printers & Publishers","unavailable.png","2019-12-05 16:33:51","2019-12-05 16:33:51"
"1470","Information and Communication Technology,Infrastructure Based Telecom Services,Telecom","unavailable.png","2019-12-05 16:34:39","2019-12-05 16:34:39"
"1471","Cosmetic Product,Food,Food Processing Companies","unavailable.png","2019-12-05 16:34:51","2019-12-05 16:34:51"
"1472","Contractors,Cosmetic Product,General Contractors","unavailable.png","2019-12-05 16:35:11","2019-12-05 16:35:11"
"1473","Book Shop,Mining & Exploration,Stores","unavailable.png","2019-12-05 16:35:29","2019-12-05 16:35:29"
"1474","Brokerage,Entertainment,Equipments","unavailable.png","2019-12-05 16:35:47","2019-12-05 16:35:47"
"1475","computer software,Consulting,Facility Managers","unavailable.png","2019-12-05 16:35:55","2019-12-05 16:35:55"
"1476","Electrical Engineering,Food,Ice Cream Shops","unavailable.png","2019-12-05 16:36:03","2019-12-05 16:36:03"
"1477","Audio Visual Equipments,Building Contractors,Civil Engineering","unavailable.png","2019-12-05 16:36:16","2019-12-05 16:36:16"
"1478","Audio Visual Equipments,Building & Construction,Building Maintenance","unavailable.png","2019-12-05 16:36:26","2019-12-05 16:36:26"
"1479","Aluminium,Building Maintenance,Civil Engineering","unavailable.png","2019-12-05 16:36:41","2019-12-05 16:36:41"
"1480","Building Contractors,Construction Consulting,Consulting","unavailable.png","2019-12-05 16:36:50","2019-12-05 16:36:50"
"1481","Book Shop,Contractors,Financial Services","unavailable.png","2019-12-05 16:37:13","2019-12-05 16:37:13"
"1482","Computer Accessories,computer hardware,Energy and Power","unavailable.png","2019-12-05 16:37:15","2019-12-05 16:37:15"
"1483","Book Shop,Contractors,Education","unavailable.png","2019-12-05 16:38:52","2019-12-05 16:38:52"
"1484","Leasing Companies,Maritime Services,Oilfield Engineering","unavailable.png","2019-12-05 16:38:53","2019-12-05 16:38:53"
"1485","Advertising Agencies,Branding,Contractors","unavailable.png","2019-12-05 16:38:55","2019-12-05 16:38:55"
"1486","Agricultural Product,Bakery,Event Decorators","unavailable.png","2019-12-05 16:39:02","2019-12-05 16:39:02"
"1487","Banks,Consulting,Human Resources","unavailable.png","2019-12-05 16:39:41","2019-12-05 16:39:41"
"1488","Beverages,Building Contractors,Civil Engineering","unavailable.png","2019-12-05 16:39:57","2019-12-05 16:39:57"
"1489","Electrical Equipment Dealers,Electrical Equipments,Engineering","unavailable.png","2019-12-05 16:40:14","2019-12-05 16:40:14"
"1490","Electronics,Food,Kitchen Utensils","unavailable.png","2019-12-05 16:41:22","2019-12-05 16:41:22"
"1491","Aluminium,Art Galleries,Building Contractors","unavailable.png","2019-12-05 16:41:47","2019-12-05 16:41:47"
"1492","Auto Accessories,Automobile,Civil Engineering","unavailable.png","2019-12-05 16:41:59","2019-12-05 16:41:59"
"1493","Building & Construction,Contractors,Filling Stations","unavailable.png","2019-12-05 16:42:02","2019-12-05 16:42:02"
"1494","Advertising Agencies,Business Development Services,Creative Agencies","unavailable.png","2019-12-05 16:42:09","2019-12-05 16:42:09"
"1495","Building Materials & Plumbing Materials,computer hardware,Fabrication","unavailable.png","2019-12-05 16:42:50","2019-12-05 16:42:50"
"1496","Cleaning Professionals,Contractors,Home & Office","unavailable.png","2019-12-05 16:43:07","2019-12-05 16:43:07"
"1497","Colleges,Education,Healthcare","unavailable.png","2019-12-05 16:43:09","2019-12-05 16:43:09"
"1498","Computer Accessories,computer hardware,Engineering Equipments","unavailable.png","2019-12-05 16:43:30","2019-12-05 16:43:30"
"1499","Consulting,Food,Human Resource Consultants & Recruitment","unavailable.png","2019-12-05 16:43:44","2019-12-05 16:43:44"
"1500","Advertising Agencies,Agricultural Product,Branding","unavailable.png","2019-12-05 16:43:53","2019-12-05 16:43:53"
"1501","door and gate,Household Equipments,Manufacturing","unavailable.png","2019-12-05 16:44:11","2019-12-05 16:44:11"
"1502","Chemicals,Environmental","unavailable.png","2019-12-05 16:44:17","2019-12-05 16:44:17"
"1503","computer software,Marketing,Software Developers","unavailable.png","2019-12-05 16:44:41","2019-12-05 16:44:41"
"1504","Equipments,Tour Managers,Tourism","unavailable.png","2019-12-05 16:44:56","2019-12-05 16:44:56"
"1505","Oil & Gas,Oil Companies,Pipe Fitting","unavailable.png","2019-12-05 16:45:01","2019-12-05 16:45:01"
"1506","Food,Foodstuff,Kitchen Utensils","unavailable.png","2019-12-05 16:45:06","2019-12-05 16:45:06"
"1507","Contractors,General Contractors,Marine","unavailable.png","2019-12-05 16:45:10","2019-12-05 16:45:10"
"1508","Building Materials & Plumbing Materials,Jacuzzi bar,Tiles & Marbles","unavailable.png","2019-12-05 16:45:14","2019-12-05 16:45:14"
"1509","Agriculture & Farms,ceramic product,Food","unavailable.png","2019-12-05 16:45:28","2019-12-05 16:45:28"
"1510","Electrical and Electronic Equipments,Electronics,Energy","unavailable.png","2019-12-05 16:45:52","2019-12-05 16:45:52"
"1511","Computer Hardware,Contractors,Equipments","unavailable.png","2019-12-05 16:46:29","2019-12-05 16:46:29"
"1512","computer software,Contractors,Food","unavailable.png","2019-12-05 16:46:43","2019-12-05 16:46:43"
"1513","Equipments,Office Services,Oil & Gas","unavailable.png","2019-12-05 16:46:46","2019-12-05 16:46:46"
"1514","Chemists & Pharmacy,Clothing,Drugs","unavailable.png","2019-12-05 16:47:02","2019-12-05 16:47:02"
"1515","Agriculture & Farms,Audio Visual Equipments,Electronics","unavailable.png","2019-12-05 16:47:11","2019-12-05 16:47:11"
"1516","Clothing,Energy and Power,General Merchandise","unavailable.png","2019-12-05 16:47:17","2019-12-05 16:47:17"
"1517","concrete stone,Contractors,General Contractors","unavailable.png","2019-12-05 16:47:50","2019-12-05 16:47:50"
"1518","Education,Equipments,Human Resource Consultants & Recruitment","unavailable.png","2019-12-05 16:48:39","2019-12-05 16:48:39"
"1519","Bottled Water Manufacturers,Building Maintenance,Cleaning Professionals","unavailable.png","2019-12-05 16:49:29","2019-12-05 16:49:29"
"1520","Electrical Equipments,Equipments,FMCG Distributors","unavailable.png","2019-12-05 16:49:41","2019-12-05 16:49:41"
"1521","Contractors,Energy and Power,Marine Equipments","unavailable.png","2019-12-05 16:50:00","2019-12-05 16:50:00"
"1522","Agriculture & Farms,Cooking Gas Dealers,Gas Equipment","unavailable.png","2019-12-05 16:50:01","2019-12-05 16:50:01"
"1523","Chemicals,Environmental,Environmental Control System","unavailable.png","2019-12-05 16:50:17","2019-12-05 16:50:17"
"1524","Building Contractors,Building Materials,Distributor Of Solid Minerals","unavailable.png","2019-12-05 16:50:23","2019-12-05 16:50:23"
"1525","Clothing,Industrial Light Packaging Carton Manufacturers,Manufacturers","unavailable.png","2019-12-05 16:50:25","2019-12-05 16:50:25"
"1526","Phone Company Offices,Recharge Card Dealers,Telecom","unavailable.png","2019-12-05 16:51:03","2019-12-05 16:51:03"
"1527","Clothing,Dresses,Exterior Designers","unavailable.png","2019-12-05 16:51:09","2019-12-05 16:51:09"
"1528","Contractors,General Contractors,Internet Service Providers","unavailable.png","2019-12-05 16:51:17","2019-12-05 16:51:17"
"1529","Construction,Drilling Of Boreholes,Energy and Power","unavailable.png","2019-12-05 16:51:22","2019-12-05 16:51:22"
"1530","Building Materials & Plumbing Materials,cement,Fumigators","unavailable.png","2019-12-05 16:51:51","2019-12-05 16:51:51"
"1531","Contractors,Diesel Dealers,Furniture","unavailable.png","2019-12-05 16:52:24","2019-12-05 16:52:24"
"1532","Building Maintenance,Cold Rooms,Electrical Engineering","unavailable.png","2019-12-05 16:52:30","2019-12-05 16:52:30"
"1533","Construction,Energy and Power,Oil & Gas","unavailable.png","2019-12-05 16:52:53","2019-12-05 16:52:53"
"1534","Book Shop,Building & Construction,Building Materials","unavailable.png","2019-12-05 16:53:07","2019-12-05 16:53:07"
"1535","Pipe Fitting,Stores,Tool Shops","unavailable.png","2019-12-05 16:53:37","2019-12-05 16:53:37"
"1536","Fumigators,General Merchandise,Household Services","unavailable.png","2019-12-05 16:53:56","2019-12-05 16:53:56"
"1537","Cleaning Professionals,Contractors,Exterior Designers","unavailable.png","2019-12-05 16:54:23","2019-12-05 16:54:23"
"1538","Magazines,Marketing,Media and Entertainment","unavailable.png","2019-12-05 16:56:01","2019-12-05 16:56:01"
"1539","Civil Engineering,Construction,Household Equipments","unavailable.png","2019-12-05 16:56:20","2019-12-05 16:56:20"
"1540","Cleaning Professionals,Diesel Dealers,Household Services","unavailable.png","2019-12-05 16:56:33","2019-12-05 16:56:33"
"1541","Bulk Messaging,Cleaning Professionals,Computer Accessories","unavailable.png","2019-12-05 16:56:38","2019-12-05 16:56:38"
"1542","Building Materials & Plumbing Materials,Contractors,Emergency","unavailable.png","2019-12-05 16:56:47","2019-12-05 16:56:47"
"1543","Advertising Agencies,Consulting,Contractors","unavailable.png","2019-12-05 16:56:49","2019-12-05 16:56:49"
"1544","Food,Food Delivery,Transport Services","unavailable.png","2019-12-05 16:57:07","2019-12-05 16:57:07"
"1545","Building Materials & Plumbing Materials,cement,computer software","unavailable.png","2019-12-05 16:57:51","2019-12-05 16:57:51"
"1546","Auto Tracking Services,Cargo Services,Food","unavailable.png","2019-12-05 16:57:57","2019-12-05 16:57:57"
"1547","Cleaning Professionals,Household Services,Import & Export Merchants","unavailable.png","2019-12-05 16:58:13","2019-12-05 16:58:13"
"1548","Diesel Dealers,Manufacturing,Media Communication","unavailable.png","2019-12-05 16:58:34","2019-12-05 16:58:34"
"1549","Cleaning Professionals,Data Outsourcing,Education","unavailable.png","2019-12-05 16:58:42","2019-12-05 16:58:42"
"1550","Building Contractors,Building Materials & Plumbing Materials,Business Centres","unavailable.png","2019-12-05 16:58:52","2019-12-05 16:58:52"
"1551","Contractors,Energy,solar energy equipments","unavailable.png","2019-12-05 16:59:14","2019-12-05 16:59:14"
"1552","Building Materials,Building Materials & Plumbing Materials,Cleaning Professionals","unavailable.png","2019-12-05 16:59:44","2019-12-05 16:59:44"
"1553","Oil & Gas,Oil And Gas,Transport & Logistics","unavailable.png","2019-12-05 17:00:19","2019-12-05 17:00:19"
"1554","ceramic product,fibre glass,Manufacturing","unavailable.png","2019-12-05 17:02:03","2019-12-05 17:02:03"
"1555","Building Contractors,Civil Engineering,Cleaning Professionals","unavailable.png","2019-12-05 17:02:22","2019-12-05 17:02:22"
"1556","Contractors,Electrical Equipments,Electronic Repair","unavailable.png","2019-12-05 17:02:56","2019-12-05 17:02:56"
"1557","Consulting,ICT Consulting,NGOs","unavailable.png","2019-12-05 17:02:59","2019-12-05 17:02:59"
"1558","Contractors,General Contractors,Structural Engineering","unavailable.png","2019-12-05 17:04:47","2019-12-05 17:04:47"
"1559","Contractors,General Contractors,Interior Decor","unavailable.png","2019-12-05 17:05:20","2019-12-05 17:05:20"
"1560","Diesel Dealers,Electrical and Electronic Equipments,Electronics","unavailable.png","2019-12-05 17:05:26","2019-12-05 17:05:26"
"1561","Recharge Card Dealers,Telecom,Trading","unavailable.png","2019-12-05 17:05:55","2019-12-05 17:05:55"
"1562","Electronics,Equipments,Fitness Centre","unavailable.png","2019-12-05 17:06:12","2019-12-05 17:06:12"
"1563","Automobile,Children's Party Planners,Clothing","unavailable.png","2019-12-05 17:06:28","2019-12-05 17:06:28"
"1564","Agriculture & Farms,Animal Feed,Building Contractors","unavailable.png","2019-12-05 17:08:02","2019-12-05 17:08:02"
"1565","Clothing,Furniture & Fittings,Tailors","unavailable.png","2019-12-05 17:08:03","2019-12-05 17:08:03"
"1566","Environment Management,Environmental,Transport & Logistics","unavailable.png","2019-12-05 17:08:18","2019-12-05 17:08:18"
"1567","Advertising Agencies,computer hardware,E-Commerce","unavailable.png","2019-12-05 17:09:06","2019-12-05 17:09:06"
"1568","Beauty Schools,Consulting,Make Up Artists","unavailable.png","2019-12-05 17:09:53","2019-12-05 17:09:53"
"1569","Business Development Services,Facility Managers,Maritime Services","unavailable.png","2019-12-05 17:10:28","2019-12-05 17:10:28"
"1570","Agriculture & Farms,Cooperative Society","unavailable.png","2019-12-05 17:11:31","2019-12-05 17:11:31"
"1571","Chemicals,Mechanical Engineering","unavailable.png","2019-12-05 17:11:51","2019-12-05 17:11:51"
"1572","Agriculture & Farms,Fruit & Vegetable Stores,Fumigators","unavailable.png","2019-12-05 17:12:30","2019-12-05 17:12:30"
"1573","Emergency,Engineering,Engineering Consultants","unavailable.png","2019-12-05 17:14:16","2019-12-05 17:14:16"
"1574","Auto Dealers (Four Wheelers),Automobile,Building Of Road And Huoses","unavailable.png","2019-12-05 17:14:43","2019-12-05 17:14:43"
"1575","Equipments,Security Services","unavailable.png","2019-12-05 17:15:21","2019-12-05 17:15:21"
"1576","Consulting,Health & Beauty,Personal Care","unavailable.png","2019-12-05 17:15:30","2019-12-05 17:15:30"
"1577","Building Contractors,Construction Companies,Erosion Control","unavailable.png","2019-12-05 17:15:33","2019-12-05 17:15:33"
"1578","batteries,Contractors,Electrical Equipment Dealers","unavailable.png","2019-12-05 17:15:38","2019-12-05 17:15:38"
"1579","Agriculture & Farms,Fishery,Securities","unavailable.png","2019-12-05 17:20:40","2019-12-05 17:20:40"
"1580","computer software,Facility Managers,Property","unavailable.png","2019-12-05 17:22:29","2019-12-05 17:22:29"
"1581","Hotels,Tourism","unavailable.png","2019-12-05 17:22:42","2019-12-05 17:22:42"
"1582","Mechanical Engineering,Oil & Gas,Oil And Gas","unavailable.png","2019-12-05 17:22:51","2019-12-05 17:22:51"
"1583","Accommodation,Hotels,Imports & Exports","unavailable.png","2019-12-05 17:23:13","2019-12-05 17:23:13"
"1584","Contractors,Engineering Contractors,Oilfield Engineering","unavailable.png","2019-12-05 17:23:22","2019-12-05 17:23:22"
"1585","computer software,Facility Managers,Hotel Toiletry Suppliers","unavailable.png","2019-12-05 17:23:55","2019-12-05 17:23:55"
"1586","Building Materials,Construction,Construction Consulting","unavailable.png","2019-12-05 17:24:34","2019-12-05 17:24:34"
"1587","Consulting,Event Management,Fashion","unavailable.png","2019-12-05 17:24:46","2019-12-05 17:24:46"
"1588","Education,Marketing,Printers & Publishers","unavailable.png","2019-12-05 17:25:28","2019-12-05 17:25:28"
"1589","Manufacturing,paints,Property","unavailable.png","2019-12-05 17:25:33","2019-12-05 17:25:33"
"1590","Building Engineers,Construction,fuel","unavailable.png","2019-12-05 17:25:45","2019-12-05 17:25:45"
"1591","Clothing,Oil & Gas,Oil And Gas","unavailable.png","2019-12-05 17:26:11","2019-12-05 17:26:11"
"1592","Information Technology,Internet Service Providers,Office Automation","unavailable.png","2019-12-05 17:26:50","2019-12-05 17:26:50"
"1593","Gift Shops,Household Equipments,Household Gifts","unavailable.png","2019-12-05 17:26:57","2019-12-05 17:26:57"
"1594","Diesel Dealers,Information Technology,Oil & Gas","unavailable.png","2019-12-05 17:29:22","2019-12-05 17:29:22"
"1595","Bulk Messaging,Domain Name Registration,Education","unavailable.png","2019-12-05 17:29:31","2019-12-05 17:29:31"
"1596","Building Materials & Plumbing Materials,cement,Frozen Food","unavailable.png","2019-12-05 17:29:36","2019-12-05 17:29:36"
"1597","Automobile,Electrical and Electronic Equipments,Equipments","unavailable.png","2019-12-05 17:29:38","2019-12-05 17:29:38"
"1598","bags,Manufacturing,Shoes","unavailable.png","2019-12-05 17:30:10","2019-12-05 17:30:10"
"1599","Information Technology,Securities,Security Equipment Sales and Services","unavailable.png","2019-12-05 17:30:12","2019-12-05 17:30:12"
"1600","fibre glass,Manufacturing,Travel Agencies","unavailable.png","2019-12-05 17:30:53","2019-12-05 17:30:53"
"1601","Fabrication,Oilfield Engineering,Ports & Customs","unavailable.png","2019-12-05 17:30:55","2019-12-05 17:30:55"
"1602","Bulk Messaging,Event Management,Photo & Video Coverage Services","unavailable.png","2019-12-05 17:30:56","2019-12-05 17:30:56"
"1603","Block & Concrete Industries,Brick Layers,ceramic product","unavailable.png","2019-12-05 17:31:20","2019-12-05 17:31:20"
"1604","Business Centres,Financial Services,Office Services","unavailable.png","2019-12-05 17:32:02","2019-12-05 17:32:02"
"1605","Filling Stations,Oil & Gas,Pharmacy","unavailable.png","2019-12-05 17:32:06","2019-12-05 17:32:06"
"1606","Drama,Entertainment","unavailable.png","2019-12-05 17:32:11","2019-12-05 17:32:11"
"1607","Cyber Cafes,Energy,generator","unavailable.png","2019-12-05 17:32:42","2019-12-05 17:32:42"
"1608","Cyber Cafes,Hiring & Rentals For Events,Office Services","unavailable.png","2019-12-05 17:32:54","2019-12-05 17:32:54"
"1609","Architects,bags,Building Engineers","unavailable.png","2019-12-05 17:32:57","2019-12-05 17:32:57"
"1610","Architects,Civil Engineering,computer software","unavailable.png","2019-12-05 17:33:01","2019-12-05 17:33:01"
"1611","Fruit & Vegetable Stores,Information Technology,Lifestyle","unavailable.png","2019-12-05 17:33:51","2019-12-05 17:33:51"
"1612","Auto Spare Parts,Automobile,Business Centres","unavailable.png","2019-12-05 17:33:54","2019-12-05 17:33:54"
"1613","Construction,Consulting,Electrical Engineering","unavailable.png","2019-12-05 17:34:02","2019-12-05 17:34:02"
"1614","Confectionery,Fashion,Manufacturing","unavailable.png","2019-12-05 17:34:31","2019-12-05 17:34:31"
"1615","Architects,Bulk Messaging,Construction","unavailable.png","2019-12-05 17:35:19","2019-12-05 17:35:19"
"1616","Environment Management, Gardening & Landscaping, Fumigators","unavailable.png","2019-12-05 17:35:22","2019-12-05 17:35:22"
"1617","Healthcare,Oil & Gas,Pharmaceutical Products","unavailable.png","2019-12-05 17:35:25","2019-12-05 17:35:25"
"1618","Diesel Dealers,Healthcare,Kerosine Dealers","unavailable.png","2019-12-05 17:35:28","2019-12-05 17:35:28"
"1619","Hiring & Rentals For Events,Maritime Services,Oilfield Engineering","unavailable.png","2019-12-05 17:35:39","2019-12-05 17:35:39"
"1620","Marketing,Media Communication,Oil & Gas","unavailable.png","2019-12-05 17:35:51","2019-12-05 17:35:51"
"1621","Agriculture & Farms,Building Engineers,Chemical Manufacturers","unavailable.png","2019-12-05 17:36:16","2019-12-05 17:36:16"
"1622","Building Engineers,Construction,Construction Consulting","unavailable.png","2019-12-05 17:37:20","2019-12-05 17:37:20"
"1623","Electronics,Recharge Card Dealers,Sim Card Dealers","unavailable.png","2019-12-05 17:37:22","2019-12-05 17:37:22"
"1624","Contractors,Fruit & Vegetable Stores,Provision Stores","unavailable.png","2019-12-05 17:37:32","2019-12-05 17:37:32"
"1625","Consulting,Equipments,ICT Consulting","unavailable.png","2019-12-05 17:38:07","2019-12-05 17:38:07"
